599.661470,-82.28
600.124722,-81.25
600.587973,-78.75
601.051225,-81.75
601.514477,-83.75
601.977728,-84.25
602.440980,-81.25
602.904232,-77.25
603.367483,-78.25
603.830735,-76.25
604.293987,-79.75
604.757238,-78.25
605.220490,-79.72
605.683742,-77.22
606.146993,-75.22
606.610245,-79.22
607.073497,-76.72
607.536748,-81.22
608.000000,-85.72
